x,y,Hour,Weekday,mean,std,upper_threshold,lower_threshold,deviation_type
2025-03-29 04:00:00,29,4,5,31.125,2.986078811194819,37.09715762238964,25.152842377610362,Normal
2025-03-29 05:00:00,30,5,5,31.125,3.2223180062391936,37.569636012478384,24.680363987521613,Normal
2025-03-29 06:00:00,30,6,5,31.625,2.362907813126304,36.35081562625261,26.899184373747392,Normal
2025-03-29 07:00:00,32,7,5,38.5625,3.9994791327538306,46.56145826550766,30.56354173449234,Normal
2025-03-29 08:00:00,43,8,5,48.0,7.097534783289195,62.19506956657839,33.80493043342161,Normal
2025-03-29 09:00:00,44,9,5,48.35294117647059,6.363383302836906,61.079707782144396,35.62617457079678,Normal
2025-03-29 10:00:00,41,10,5,50.35294117647059,6.6326953087582385,63.61833179398707,37.087550558954106,Normal
2025-03-29 11:00:00,43,11,5,51.05882352941177,6.703269614853021,64.46536275911781,37.65228429970573,Normal
2025-03-29 12:00:00,45,12,5,50.76470588235294,6.280221052685027,63.325147987723,38.204263776982884,Normal
2025-03-29 13:00:00,40,13,5,49.1764705882353,6.7010754185209604,62.57862142527722,35.774319751193374,Normal
2025-03-29 14:00:00,41,14,5,49.8235294117647,7.576569920795681,64.97666925335606,34.67038957017334,Normal
2025-03-29 15:00:00,37,15,5,238.94117647058823,333.5591159352858,906.0594083411597,-428.1770553999833,Normal
2025-03-29 16:00:00,41,16,5,48.470588235294116,7.795171959767978,64.06093215483007,32.88024431575816,Normal
2025-03-29 17:00:00,39,17,5,293.70588235294116,576.1272390611603,1445.9603604752617,-858.5485957693793,Normal
2025-03-29 18:00:00,40,18,5,617.7058823529412,790.6293193325398,2198.9645210180206,-963.5527563121384,Normal
2025-03-29 19:00:00,36,19,5,117.94117647058823,296.9592713210507,711.8597191126896,-475.9773661715132,Normal
2025-03-29 20:00:00,37,20,5,42.588235294117645,4.730999148295893,52.05023359070943,33.12623699752586,Normal
